year,category,nominee,artist,workers,winner
1998,Best Chamber Music Performance,"American Scenes - Works Of Copland, Previn, Barber & Gershwin",N/A,"Andre Previn & Gil Shaham, artists",1
1998,Best Small Ensemble Performance (With Or Without Conductor),Reich: Music For 18 Musicians,N/A,N/A,1
1998,Best Classical Vocal Performance,"The Beautiful Voice - Works Of Charpentier, Gounod, Massenet & Flotow",N/A,(English Chamber Orchestra),1
1998,Best Classical Contemporary Composition,"Penderecki: Violin Concerto No. 2 ""Metamorphosen""",N/A,"Krzysztof Penderecki, composer",1
1998,Best Classical Crossover Album,Soul Of The Tango - The Music Of Astor Piazzolla,"Yo-Yo Ma, Jorge Calandrelli, conductor",N/A,1
1998,Best Short Form Music Video,Ray Of Light,Madonna,"Jonas Akerlund, video director; Nicola Doring & Billy Poveda, video producers",1
1998,Best Long Form Music Video,American Masters - Lou Reed: Rock And Roll Heart,Lou Reed,"Timothy Greenfield-Sanders, video director; Karen Bernstein, Timothy Greenfield-Sanders, Tamar Hacker & Susan Lacy, video producers",1
1997,Record Of The Year,Sunny Came Home,Shawn Colvin,"John Leventhal, producer",1
1997,Album Of The Year,Time Out Of Mind,Bob Dylan,"Daniel Lanois, producer",1
1997,Song Of The Year,Sunny Came Home,N/A,"Shawn Colvin & John Leventhal, songwriters (Shawn Colvin)",1
1997,Best New Artist,Paula Cole,N/A,N/A,1
1997,Best Female Pop Vocal Performance,Building A Mystery,Sarah McLachlan,N/A,1
1997,Best Male Pop Vocal Performance,Candle In The Wind 1997,Elton John,N/A,1
1997,Best Pop Performance By A Duo Or Group With Vocal,Virtual Insanity,Jamiroquai,N/A,1
1997,Best Pop Collaboration With Vocals,Don't Look Back,John Lee Hooker & Van Morrison,N/A,1
1997,Best Pop Instrumental Performance,Last Dance,Sarah McLachlan,N/A,1
1997,Best Dance Recording,Carry On,Donna Summer & Giorgio Moroder,"Giorgio Moroder, producer",1
1997,Best Pop Album,Hourglass,James Taylor,N/A,1
1997,Best Traditional Pop Vocal Performance,Tony Bennett On Holiday,Tony Bennett,N/A,1
1997,Best Female Rock Vocal Performance,Criminal,Fiona Apple,N/A,1
1997,Best Male Rock Vocal Performance,Cold Irons Bound,Bob Dylan,N/A,1
1997,Best Rock Performance By A Duo Or Group With Vocal,One Headlight,The Wallflowers,N/A,1
1997,Best Hard Rock Performance,The End Is The Beginning Is The End,The Smashing Pumpkins,N/A,1
1997,Best Metal Performance,Aenema,Tool,N/A,1
1997,Best Rock Instrumental Performance,Block Rockin' Beats,The Chemical Brothers,N/A,1
1997,Best Rock Song,One Headlight,N/A,"Jakob Dylan, songwriter (The Wallflowers)",1
1997,Best Rock Album,Blue Moon Swamp,John Fogerty,N/A,1
1997,Best Alternative Music Performance,Ok Computer,Radiohead,N/A,1
1997,Best Female R&B Vocal Performance,On & On,Erykah Badu,N/A,1
1997,Best Male R&B Vocal Performance,I Believe I Can Fly,R. Kelly,N/A,1
1997,Best R&B Performance By A Duo Or Group With Vocal,No Diggity,Blackstreet,N/A,1
1997,Best Rhythm & Blues Song,I Believe I Can Fly,N/A,"R. Kelly, songwriter (R. Kelly)",1
1997,Best R&B Album,Baduizm,Erykah Badu,N/A,1
1997,Best Rap Solo Performance,Men In Black,Will Smith,N/A,1
1997,Best Rap Performance By A Duo Or Group,I'll Be Missing You,Puff Daddy & Faith Evans Featuring 112,N/A,1
1997,Best Rap Album,No Way Out,Puff Daddy & The Family,N/A,1
1997,Best Female Country Vocal Performance,How Do I Live,Trisha Yearwood,N/A,1
1997,Best Male Country Vocal Performance,Pretty Little Adriana,Vince Gill,N/A,1
1997,Best Country Performance By A Duo Or Group With Vocal,Looking In The Eyes Of Love,Alison Krauss & Union Station,N/A,1
1997,Best Country Collaboration With Vocals,In Another's Eyes,Trisha Yearwood & Garth Brooks,N/A,1
1997,Best Country Instrumental Performance,Little Liza Jane,Alison Krauss & Union Station,N/A,1
1997,Best Country Song,Butterfly Kisses,N/A,"Bob Carlisle & Randy Thomas, songwriters (Bob Carlisle, Jeff Carson & Raybon Bros.)",1
1997,Best Country Album,Unchained,Johnny Cash,N/A,1
1997,Best Bluegrass Album,So Long So Wrong,Alison Krauss & Union Station,N/A,1
1997,Best New Age Album,Oracle,Michael Hedges,N/A,1
1997,Best Contemporary Jazz Performance,Into The Sun,Randy Brecker,N/A,1
1997,Best Jazz Vocal Performance,Dear Ella,Dee Dee Bridgewater,N/A,1
1997,Best Jazz Instrumental Solo,Stardust,N/A,"Doc Cheatham & Nicholas Payton, soloists",1
1997,"Best Jazz Instrumental Performance, Individual Or Group",Beyond The Missouri Sky,Charlie Haden & Pat Metheny,N/A,1
1997,Best Large Jazz Ensemble Performance,Joe Henderson Big Band,Joe Henderson Big Band,N/A,1
1997,Best Latin Jazz Performance,Habana,Roy Hargrove's Crisol,N/A,1
1997,Best Rock Gospel Album,Welcome To The Freak Show - dc Talk Live In Concert,dc Talk,N/A,1
1997,Best Pop/Contemporary Gospel Album,Much Afraid,Jars Of Clay,N/A,1
1997,"Best Southern, Country Or Bluegrass Gospel Album",Amazing Grace 2 - A Country Salute To Gospel,(Various Artists),N/A,1
1997,Best Traditional Soul Gospel Album,I Couldn't Hear Nobody Pray,The Fairfield Four,N/A,1
1997,Best Contemporary Soul Gospel Album,Brothers,Take 6,N/A,1
1997,Best Gospel Choir Or Chorus Album,God's Property From Kirk Franklin's Nu Nation,N/A,"Myron Butler, Kirk Franklin & Robert Searight II, choir directors (God's Property)",1
1997,Best Latin Pop Performance,Romances,Luis Miguel,N/A,1
1997,Best Latin Rock/Alternative Performance,Fabulosos Calavera,Los Fabulosos Cadillacs,N/A,1
1997,Best Tropical Latin Performance,Buena Vista Social Club,Ry Cooder,N/A,1
1997,Best Mexican-American/Tejano Music Performance,En Tus Manos,La Mafia,N/A,1
1997,Best Traditional Blues Album,Don't Look Back,John Lee Hooker,N/A,1
1997,Best Contemporary Blues Album,Señor Blues,Taj Mahal,N/A,1
1997,Best Traditional Folk Album,L'amour Ou La Folie,BeauSoleil,N/A,1
1997,Best Contemporary Folk Album,Time Out Of Mind,Bob Dylan,N/A,1
1997,Best Reggae Album,Fallen Is Babylon,Ziggy Marley & The Melody Makers,N/A,1
1997,Best World Music Album,Nascimento,Milton Nascimento,N/A,1
1997,Best Polka Album,Living On Polka Time,Jimmy Sturr,N/A,1
1997,Best Musical Album For Children,All Aboard!,John Denver,John Denver,1
1997,Best Spoken Word Album For Children,Winnie-The-Pooh,Charles Kuralt,N/A,1
1997,Best Spoken Word Album,Charles Kuralt's Spring,Charles Kuralt,N/A,1
1997,Best Spoken Comedy Album,Roll With The New,Chris Rock,"Chris Rock, artist.",1
1997,Best Musical Show Album,Chicago - The Musical,N/A,"Jay David Saks, producer (Various Artists Featuring Ann Reinking, Bebe Neuwirth, James Naughton & Joel Grey)",1
1997,Best Instrumental Composition,Aung San Suu Kyi,N/A,"Wayne Shorter, composer (Herbie Hancock & Wayne Shorter)",1
1997,Best Instrumental Composition Written For A Motion Picture Or For Television,The English Patient,N/A,"Gabriel Yared, composer (Gabriel Yared)",1
1997,Best Song Written Specifically For A Motion Picture Or For Television,I Believe I Can Fly (From Space Jam),"R. Kelly, songwriter (R. Kelly)",N/A,1
1997,Best Instrumental Arrangement,"Straight, No Chaser",N/A,"Bill Holman, arranger (The Bill Holman Band)",1
1997,Best Instrumental Arrangement Accompanying Vocal(S),Cotton Tail,N/A,"Slide Hampton, arranger (Dee Dee Bridgewater)",1
1997,Best Recording Package,Titanic - Music As Heard On The Fateful Voyage,N/A,"Hugh Brown, Al Quattrocchi & Jeff Smith, art directors (Various Artists)",1
1997,Best Boxed Recording Package,Beg Scream And Shout! - The Big Ol' Box Of '60s Soul,N/A,"Hugh Brown, David Gorman & Rachel Gutek, art directors (Various Artists)",1
1997,Best Album Notes,Anthology Of American Folk Music -  1997 Expanded Edition,N/A,"John Fahey, Luis Kemnitzer, Kip Lornell, Jon Pankake, Chuck Pirtle, Jeff Place, Neil V. Rosenberg, Luc Sante, Peter Stampfel & Eric von Schmidt, album notes writers (Various Artists)",1
1997,Best Historical Album,Anthology Of American Folk Music - 1997 Expanded Edition,N/A,"Amy Horowitz, Jeff Place & Pete Reiniger, compilation producers; David Glasser & Charlie Pilzer, mastering engineers (Various Artists)",1
1997,Best Engineered Album - Non-Classical,Hourglass,N/A,"Frank Filipetti, engineer (James Taylor)",1
1997,"Producer Of The Year, Non-Classical",Babyface,N/A,N/A,1
1997,"Remixer Of The Year, Non-Classical",N/A,N/A,N/A,1
1997,"Best Engineered Album, Classical",Copland: The Music Of America (Fanfare For The Common Man; Rodeo),N/A,"Michael Bishop & Jack Renner, engineers (Erich Kunzel, conductor)",1
1997,"Producer Of The Year, Classical",Steven Epstein,N/A,N/A,1
1997,Best Classical Album,"Premieres - Cello Concertos (Works Of Danielpour, Kirchner, Rouse)",N/A,"Yo-Yo Ma & David Zinman, artists; Steven Epstein, producer",1
1997,Best Orchestral Performance,Berlioz: Symphonie Fantastique; Tristia,N/A,"Pierre Boulez, conductor (Cleveland Orchestra)",1
1997,Best Opera Recording,Wagner: Die Meistersinger Von Nurnberg,N/A,"Ben Heppner, Herbert Lippert, Karita Mattila, Alan Opie, Rene Pape, Jose Van Dam & Iris Vermillion; Georg Solti, conductor; Michael Woolcock, producer (Chicago Symphony Orchestra)",1
1997,Best Choral Performance,Adams: Harmonium/Rachmaninoff: The Bells,N/A,"Robert Shaw, conductor (Atlanta Symphony Chorus; Atlanta Symphony Orchestra)",1
1997,Best Instrumental Soloist(S) Performance (With Orchestra),"Premieres - Cello Concertos (Works Of Danielpour, Kirchner, Rouse)",N/A,"Yo-Yo Ma, artist (Philadelphia Orchestra)",1
1997,Best Instrumental Soloist Performance (Without Orchestra),Bach: Suites For Solo Cello Nos. 1-6,N/A,"Janos Starker, artist",1
1997,Best Chamber Music Performance,Beethoven: The String Quartets,N/A,"Emerson String Quartet (Eugene Drucker, Lawrence Dutton, David Finckel & Philip Setzer), artists",1
1997,Best Small Ensemble Performance (With Or Without Conductor),"Hindemith: Kammermusik No. 1 With Finale 1921, Op. 24 No. 1",N/A,N/A,1
1997,Best Classical Vocal Performance,"An Italian Songbook - Works Of Bellini, Donizetti, Rossini",N/A,N/A,1
1997,Best Classical Contemporary Composition,Adams: El Dorado,N/A,"John Adams, composer",1
1997,Best Short Form Music Video,Got 'Till It's Gone,Janet Jackson,"Mark Romanek, video director; Aris McGarry, video producer",1
1997,Best Long Form Music Video,Jagged Little Pill - Live,Alanis Morissette,"Alanis Morissette & Steve Purcell, video directors; Glen Ballard, David May, Alanis Morissette & Steve Purcell, video producers",1
1996,Record Of The Year,Change The World,Eric Clapton,"Babyface, producer",1
1996,Album Of The Year,Falling Into You,Celine Dion,"Roy Bittan, Jeff Bova, David Foster, Humberto Gatica, Jean-Jacques Goldman, Rick Hahn, Dan Hill, John Jones, Aldo Nova, Rick Nowels, Steven Rinkoff, Billy Steinberg, Jim Steinman & Ric Wake, producers",1
1996,Song Of The Year,Change The World,N/A,"Gordon Kennedy, Wayne Kirkpatrick & Tommy Sims, songwriters (Eric Clapton AND ALSO Wynonna)",1
1996,Best New Artist,LeAnn Rimes,N/A,N/A,1
1996,Best Female Pop Vocal Performance,Un-Break My Heart,Toni Braxton,N/A,1
1996,Best Male Pop Vocal Performance,Change The World,Eric Clapton,N/A,1
1996,Best Pop Performance By A Duo Or Group With Vocal,Free As A Bird,The Beatles,N/A,1
1996,Best Pop Collaboration With Vocals,When I Fall In Love,"Natalie Cole (& Nat ""King"" Cole)",N/A,1
1996,Best Pop Instrumental Performance,The Sinister Minister,Béla Fleck & The Flecktones,N/A,1
1996,Best Pop Album,Falling Into You,Celine Dion,N/A,1
1996,Best Traditional Pop Vocal Performance,Here's To The Ladies,Tony Bennett,N/A,1
1996,Best Female Rock Vocal Performance,If It Makes You Happy,Sheryl Crow,N/A,1
1996,Best Male Rock Vocal Performance,Where It's At,Beck,N/A,1
1996,Best Rock Performance By A Duo Or Group With Vocal,So Much To Say,Dave Matthews Band,N/A,1
1996,Best Hard Rock Performance,Bullet With Butterfly Wings,The Smashing Pumpkins,N/A,1
1996,Best Metal Performance,Tire Me,Rage Against The Machine,N/A,1
1996,Best Rock Instrumental Performance,SRV Shuffle,"Jimmie Vaughan, Eric Clapton, Bonnie Raitt, Robert Cray, B.B. King, Buddy Guy, Dr. John & Art Neville",N/A,1
1996,Best Rock Song,Give Me One Reason,N/A,"Tracy Chapman, songwriter (Tracy Chapman)",1
1996,Best Rock Album,Sheryl Crow,Sheryl Crow,N/A,1
1996,Best Alternative Music Performance,Odelay,Beck,N/A,1
1996,Best Female R&B Vocal Performance,You're Makin' Me High,Toni Braxton,N/A,1
1996,Best Male R&B Vocal Performance,Your Secret Love,Luther Vandross,N/A,1
1996,Best R&B Performance By A Duo Or Group With Vocal,Killing Me Softly With His Song,Fugees,N/A,1
1996,Best Rhythm & Blues Song,Exhale (Shoop Shoop),N/A,"Babyface, songwriter (Whitney Houston)",1
1996,Best R&B Album,Words,The Tony Rich Project,N/A,1
1996,Best Rap Solo Performance,Hey Lover,LL Cool J,N/A,1
1996,Best Rap Performance By A Duo Or Group,Tha Crossroads,Bone Thugs-N-Harmony,N/A,1
1996,Best Rap Album,The Score,Fugees,N/A,1
1996,Best Female Country Vocal Performance,Blue,LeAnn Rimes,N/A,1
1996,Best Male Country Vocal Performance,Worlds Apart,Vince Gill,N/A,1
1996,Best Country Vocal Performance By A Duo Or Group,My Maria,Brooks & Dunn,N/A,1
1996,Best Country Collaboration With Vocals,High Lonesome Sound,Vince Gill Featuring Alison Krauss & Union Station,N/A,1
1996,Best Country Instrumental Performance,Jam Man,Chet Atkins,N/A,1
1996,Best Country Song,Blue,N/A,"Bill Mack, songwriter (LeAnn Rimes)",1
1996,Best Country Album,The Road To Ensenada,Lyle Lovett,N/A,1
1996,Best Bluegrass Album,True Life Blues - The Songs Of Bill Monroe,(Various Artists),N/A,1
1996,Best New Age Album,The Memory Of Trees,Enya,N/A,1
1996,Best Contemporary Jazz Performance,High Life,Wayne Shorter,N/A,1
1996,Best Jazz Vocal Performance,New Moon Daughter,Cassandra Wilson,N/A,1
1996,Best Jazz Instrumental Solo,Cabin Fever,N/A,"Michael Brecker, soloist",1
1996,"Best Jazz Instrumental Performance, Individual Or Group",Tales From The Hudson,Michael Brecker,N/A,1
1996,Best Large Jazz Ensemble Performance,Live At Manchester Craftsmen's Guild,Grover Mitchell,N/A,1
1996,Best Latin Jazz Performance,Portraits Of Cuba,Paquito D'Rivera,N/A,1
1996,Best Rock Gospel Album,Jesus Freak,dc Talk,N/A,1
1996,Best Pop/Contemporary Gospel Album,Tribute - The Songs Of Andrae Crouch,(Various Artists),N/A,1
1996,"Best Southern Gospel, Country Gospel Or Bluegrass Gospel Album",I Love To Tell The Story - 25 Timeless Hymns,Andy Griffith,N/A,1
1996,Best Traditional Soul Gospel Album,Face To Face,Cissy Houston,N/A,1
1996,Best Contemporary Soul Gospel Album,Whatcha Lookin' 4,Kirk Franklin & The Family,N/A,1
1996,Best Gospel Album By A Choir Or Chorus,Just A Word,N/A,"Shirley Caesar, choir director (Shirley Caesar's Outreach Convention Choir)",1
1996,Best Latin Pop Performance,Enrique Iglesias,Enrique Iglesias,N/A,1
1996,Best Tropical Latin Performance,La Rosa De Los Vientos,Rubén Blades,N/A,1
1996,Best Mexican-American/Tejano Music Performance,Un Millon De Rosas,La Mafia,N/A,1
1996,Best Traditional Blues Album,Deep In The Blues,James Cotton,N/A,1
1996,Best Contemporary Blues Album,Just Like You,Keb' Mo',N/A,1
1996,Best Traditional Folk Album,Pete,Pete Seeger,N/A,1
1996,Best Contemporary Folk Album,The Ghost Of Tom Joad,Bruce Springsteen,N/A,1
1996,Best Reggae Album,Hall Of Fame - A Tribute To Bob Marley's 50th Anniversary,Bunny Wailer,N/A,1
1996,Best World Music Album,Santiago,The Chieftains,N/A,1
1996,Best Polka Album,Polka! All Night Long,Jimmy Sturr,N/A,1
1996,Best Musical Album For Children,Dedicated To The One I Love,Linda Ronstadt,Linda Ronstadt,1
1996,Best Spoken Word Album For Children,Stellaluna,David Holt,N/A,1
1996,Best Spoken Word Or Non-Musical Album,It Takes A Village,Hillary Rodham Clinton,N/A,1
1996,Best Spoken Comedy Album,Rush Limbaugh Is A Big Fat Idiot,Al Franken,"Al Franken, artist.",1
1996,Best Musical Show Album,Riverdance,N/A,"Bill Whelan, composer; Bill Whelan, lyricist; Bill Whelan, producer (Various Artists)",1
1996,Best Instrumental Composition,Manhattan (Island Of Lights And Love),N/A,"Herbie Hancock & Jean Hancock, composers (Herbie Hancock)",1
1996,Best Instrumental Composition Written For A Motion Picture Or For Television,Independence Day,N/A,"David Arnold, composer (David Arnold)",1
1996,Best Song Written Specifically For A Motion Picture Or For Television,Because You Loved Me (Theme From Up Close & Personal),"Diane Warren, songwriter (Celine Dion)",N/A,1
1996,Best Instrumental Arrangement,An American Symphony (Mr. Holland's Opus),N/A,"Michael Kamen, arranger (Michael Kamen)",1
1996,Best Instrumental Arrangement With Accompanying Vocal(S),When I Fall In Love,N/A,"Alan Broadbent & David Foster, arrangers (Natalie Cole [& Nat ""King"" Cole])",1
1996,Best Recording Package,Ultra-Lounge (Leopard Skin Sampler),N/A,"Andy Engel & Tommy Steele, art directors (Various Artists)",1
1996,Best Recording Package - Boxed,The Complete Columbia Studio Recordings,N/A,"Chika Azuma & Arnold Levine, art directors (Miles Davis & Gil Evans)",1
1996,Best Album Notes,The Complete Columbia Studio Recordings,N/A,"George Avakian, Bob Belden, Bill Kirchner & Phil Schaap, album notes writers (Miles Davis & Gil Evans)",1
1996,Best Historical Album,The Complete Columbia Studio Recordings,N/A,"Bob Belden & Phil Schaap, compilation producers; Phil Schaap & Mark Wilder, mastering engineers (Miles Davis & Gil Evans)",1
1996,Best Engineered Album - Non-Classical,Q's Jook Joint,N/A,"Francis Buckley, Al Schmitt, Bruce Swedien & Tommy Vicari, engineers (Quincy Jones)",1
1996,Producer Of The Year,Babyface,N/A,N/A,1
1996,Best Classical Engineered Recording,Copland: Dance Symphony; Short Symphony; Organ Symphony,N/A,"William Hoekstra & Lawrence Rock, engineers (Leonard Slatkin, conductor)",1
1996,Classical Producer Of The Year,Joanna Nickrenz,N/A,N/A,1
1996,Best Classical Album,Corigliano: Of Rage And Remembrance,N/A,"Leonard Slatkin, artist; Joanna Nickrenz, producer",1
1996,Best Orchestral Performance,Prokofiev: Romeo And Juliet (Scenes From The Ballet),N/A,"Michael Tilson Thomas, conductor (San Francisco Symphony Orchestra)",1
1996,Best Opera Recording,Britten: Peter Grimes,N/A,"Philip Langridge, Alan Opie & Janice Watson; Richard Hickox, conductor; Brian Couzens, producer (London Symphony Chorus; City Of London Sinfonia)",1
1996,Best Choral Performance,Walton: Belshazzar's Feast,N/A,"Neville Creed & David Hill, chorus masters; Andrew Litton, conductor (Bournemouth Symphony Chorus; Bournemouth Symphony Orchestra)",1
1996,Best Instrumental Soloist(S) Performance (With Orchestra),Bartók: The Three Piano Concertos,N/A,"Yefim Bronfman, artist (Los Angeles Philharmonic)",1
1996,Best Instrumental Soloist Performance (Without Orchestra),"The Romantic Master - Works Of Saint-Saens, Handel",N/A,"Earl Wild, artist",1
