artist_key,primary_artist,grammy_winner,grammy_wins,grammy_first_year,grammy_last_year,grammy_categories
484,Queens of the Stone Age,False,0,,,N/A
485,Bea Miller,False,0,,,N/A
486,Hillsong UNITED,False,0,,,N/A
487,Yeah Yeah Yeahs,False,0,,,N/A
488,Duman,False,0,,,N/A
489,Marilyn Manson,False,0,,,N/A
490,Blur,False,0,,,N/A
491,Babasónicos,False,0,,,N/A
492,Grouplove,False,0,,,N/A
493,Shinsei Kamattechan,False,0,,,N/A
494,Neon Trees,False,0,,,N/A
495,The Seige,False,0,,,N/A
496,The Strokes,False,0,,,N/A
497,Creed,False,0,,,N/A
498,Matt Redman,True,1,2012,2012,Best Gospel/Contemporary Christian Music Performance
499,The EverLove,False,0,,,N/A
500,Charlie Brown Jr.,False,0,,,N/A
501,Young the Giant,False,0,,,N/A
502,No Doubt,True,2,2002,2003,Best Pop Performance By A Duo Or Group With Vocal
503,Jimmy Eat World,False,0,,,N/A
504,Pantera,False,0,,,N/A
505,Soundgarden,True,2,1994,1994,Best Hard Rock Performance | Best Metal Performance
506,Stone Temple Pilots,True,1,1993,1993,Best Hard Rock Performance With Vocal
507,Poets of the Fall,False,0,,,N/A
508,Welshly Arms,False,0,,,N/A
509,Willyecho,False,0,,,N/A
510,The Afters,False,0,,,N/A
511,Smash Mouth,False,0,,,N/A
512,Godsmack,False,0,,,N/A
513,Detonautas Roque Clube,False,0,,,N/A
514,Rob Zombie,False,0,,,N/A
515,The Verve,False,0,,,N/A
516,Pixies,False,0,,,N/A
517,Mazzy Star,False,0,,,N/A
518,Franz Ferdinand,False,0,,,N/A
519,Adam Jensen,False,0,,,N/A
520,Bullet For My Valentine,False,0,,,N/A
521,Royal Blood,False,0,,,N/A
522,Kinky,False,0,,,N/A
523,Chris Tomlin,True,2,2011,2019,Best Contemporary Christian Music Album
524,Los Prisioneros,False,0,,,N/A
525,Aleks Syntek,False,0,,,N/A
526,La Ley,True,1,2000,2000,Best Latin Rock/Alternative Album
527,Fito Paez,False,0,,,N/A
528,Molotov,False,0,,,N/A
529,You Me At Six,False,0,,,N/A
530,lovelytheband,False,0,,,N/A
531,Papa Roach,False,0,,,N/A
532,Porcupine Tree,False,0,,,N/A
533,Layto,False,0,,,N/A
534,Rage Against The Machine,True,2,1996,2000,Best Hard Rock Performance | Best Metal Performance
535,Foo Fighters,True,10,2000,2011,Best Hard Rock Performance | Best Hard Rock/Metal Performance | Best Long Form Music Video | Best Rock Album | Best Rock Performance | Best Short Form Music Video
536,Lauren Daigle,True,1,2018,2018,Best Contemporary Christian Music Album
537,The Phantoms,False,0,,,N/A
538,Bishop Briggs,False,0,,,N/A
539,Lifehouse,False,0,,,N/A
540,Staind,False,0,,,N/A
541,Third Eye Blind,False,0,,,N/A
542,Los Caligaris,False,0,,,N/A
543,Pato Fu,False,0,,,N/A
544,Bush,False,0,,,N/A
545,Barns Courtney,False,0,,,N/A
546,Joy Division,False,0,,,N/A
547,TobyMac,True,4,2008,2019,Best Contemporary Christian Music Album | Best Rock Or Rap Gospel Album
548,Charly García,False,0,,,N/A
549,O Rappa,False,0,,,N/A
550,Declan McKenna,False,0,,,N/A
551,Bohnes,False,0,,,N/A
552,Arrested Youth,False,0,,,N/A
553,Leeland,False,0,,,N/A
554,Casting Crowns,True,1,2005,2005,Best Pop/Contemporary Gospel Album
555,Sanctus Real,False,0,,,N/A
556,Os Paralamas Do Sucesso,False,0,,,N/A
557,Las Pastillas del Abuelo,False,0,,,N/A
558,I DONT KNOW HOW BUT THEY FOUND ME,False,0,,,N/A
559,Moderatto,False,0,,,N/A
560,Faith No More,False,0,,,N/A
561,Jet,False,0,,,N/A
562,Blind Melon,False,0,,,N/A
563,Live,False,0,,,N/A
564,The Velvet Underground,False,0,,,N/A
565,Ella Es Tan Cargosa,False,0,,,N/A
566,Los Bunkers,False,0,,,N/A
567,Empire of the Sun,False,0,,,N/A
568,BLUE ENCOUNT,False,0,,,N/A
569,Survive Said The Prophet,False,0,,,N/A
570,Bryce Fox,False,0,,,N/A
571,Flört,False,0,,,N/A
572,Los Tipitos,False,0,,,N/A
573,Esteman,False,0,,,N/A
574,Tan Bionica,False,0,,,N/A
575,Highly Suspect,False,0,,,N/A
576,Wolfmother,True,1,2006,2006,Best Hard Rock Performance
577,Hole,False,0,,,N/A
578,Los Abuelos De La Nada,False,0,,,N/A
579,Creep Hyp,False,0,,,N/A
580,Bersuit Vergarabat,False,0,,,N/A
581,La Vela Puerca,False,0,,,N/A
582,La Mosca Tse-Tse,False,0,,,N/A
583,La Renga,False,0,,,N/A
584,The Technicolors,False,0,,,N/A
585,Cidergirl,False,0,,,N/A
586,Alter Bridge,False,0,,,N/A
587,Weathers,False,0,,,N/A
588,MISSIO,False,0,,,N/A
589,Matt Maher,False,0,,,N/A
590,Los Piojos,False,0,,,N/A
591,Catupecu Machu,False,0,,,N/A
592,Bandalos Chinos,False,0,,,N/A
593,Panteon Rococo,False,0,,,N/A
594,P.O.D.,False,0,,,N/A
595,Sumo,False,0,,,N/A
596,The Shins,False,0,,,N/A
597,Enjambre,False,0,,,N/A
598,Everclear,False,0,,,N/A
599,Gondwana,False,0,,,N/A
600,Tex Tex,False,0,,,N/A
601,Saint Motel,False,0,,,N/A
602,Living Colour,True,2,1989,1990,Best Hard Rock Performance
603,The Servant,False,0,,,N/A
604,Drowning Pool,False,0,,,N/A
605,Patricio Rey y sus Redonditos de Ricota,False,0,,,N/A
606,Caifanes,False,0,,,N/A
607,Divididos,False,0,,,N/A
608,Guasones,False,0,,,N/A
609,The Adams,False,0,,,N/A
610,NX Zero,False,0,,,N/A
611,Matthew West,False,0,,,N/A
612,Fountains Of Wayne,False,0,,,N/A
613,Pulp,False,0,,,N/A
614,Los Rodriguez,False,0,,,N/A
615,Interpuesto,False,0,,,N/A
616,Crazy Town,False,0,,,N/A
617,RAC,False,0,,,N/A
618,Hinder,False,0,,,N/A
619,Goodnight Fellows,False,0,,,N/A
620,Watt White,False,0,,,N/A
621,Audioslave,False,0,,,N/A
622,Phil Wickham,False,0,,,N/A
623,Kari Jobe,False,0,,,N/A
624,Ne Jupiter,False,0,,,N/A
625,Mancha De Rolando,False,0,,,N/A
626,Kapanga,False,0,,,N/A
627,Atreyu,False,0,,,N/A
628,Comisario Pantera,False,0,,,N/A
629,Callejeros,False,0,,,N/A
630,Jeremy Camp,False,0,,,N/A
631,Semisonic,False,0,,,N/A
632,LCD Soundsystem,True,1,2017,2017,Best Dance Recording
633,La 25,False,0,,,N/A
634,Phosphorescent,False,0,,,N/A
635,Pearl Jam,True,1,1995,1995,Best Hard Rock Performance
636,Zayde Wølf,False,0,,,N/A
637,Slank,False,0,,,N/A
638,Machine Head,False,0,,,N/A
639,Los Caballeros De La Quema,False,0,,,N/A
640,The Wallflowers,True,1,1997,1997,Best Rock Performance By A Duo Or Group With Vocal
641,Los Hermanos,False,0,,,N/A
642,Eels,False,0,,,N/A
